id1;id2;dist;edge_id
27568650;27568694;36;38845766
27568651;27568531;23;37792002
27568653;27569448;143;37792001
27568654;27568726;76;38669700
27568659;27568038;130;39334425
27568667;27568675;8;37804006
27568667;27569184;91;37515790
27568672;27568678;20;37560771
27568672;27568941;47;39334586
27568675;27568612;45;37515788
27568678;27568443;45;37564907
27568678;27568672;20;37560772
27568678;27568793;258;39334617
27568681;27568485;144;37545234
27568681;27568604;24;37545225
27568681;27568754;21;37545224
27568683;27568962;81;38736229
27568684;27568638;43;38669711
27568685;27568647;39;38669662
27568687;27568282;228;38965894
27568687;27568735;26;38965893
27568689;27568005;165;39334624
27568689;27568411;53;37560809
27568689;27568645;96;37560813
27568689;27569045;64;37560808
27568690;27568382;70;37562669
27568690;27569015;120;37562663
27568694;27568396;64;38845767
27568694;27568592;20;38906058
27568695;27568637;18;37560770
27568695;27569125;192;37560761
27568696;27568279;73;39539659
27568696;27568922;42;37498287
27568696;27569016;194;39539661
27568698;27568638;17;38669708
27568698;27568742;10;38669707
27568698;27568839;32;38669719
27568702;27568027;147;37496805
27568702;27568755;9;37496802
27568702;27568916;179;37498532
27568705;27568097;111;38736225
27568709;27567746;324;38246480
27568709;27568024;134;37545105
27568709;27568598;270;38246479
27568711;27568588;131;38735567
27568716;27568993;86;38736279
27568718;27568829;203;38840551
27568718;27569009;196;38857928
27568719;27569180;109;38215074
27568724;27568833;56;38902757
27568726;27568571;31;38669694
27568726;27568654;76;38669701
27568726;27568844;28;38669693
27568734;27568542;41;37498695
27568735;27568436;86;38950677
27568735;27568687;26;38965892
27568735;27568905;40;38950674
27568735;27569596;370;37498839
27568739;27568518;59;38118751
27568739;27568959;44;38118750
27568739;27568959;84;38868312
27568742;27568698;10;38669706
27568742;27568796;15;38669703
27568742;27568830;26;38669725
27568747;27568639;64;37498353
27568747;27568822;16;38965899
27568753;27568358;135;38868310
27568754;27568187;99;37545200
27568754;27568681;21;37545223
27568754;27569054;62;37545197
27568755;27568274;87;37496806
27568755;27568702;9;37496803
27568755;27569032;59;37496793
27568755;27569180;75;37499590
27568756;27568603;34;37497220
27568756;27568833;30;38331016
27568758;27568611;28;37498780
27568758;27568799;9;39539638
27568761;27568368;69;37561660
27568761;27569007;106;38736248
27568761;27569436;149;37561651
27568764;27568638;25;38669712
27568771;27569264;162;38735554
27568775;27568198;187;37778613
27568775;27568243;94;39556367
27568775;27568926;36;39556364
27568790;27568609;30;38735537
27568790;27568797;114;39213745
27568790;27568878;19;38735534
27568793;27568502;54;37560744
27568793;27569096;54;37560741
27568796;27568647;30;38669705
27568796;27568742;15;38669702
27568796;27568830;11;38669723
27568797;27568574;38;38735569
27568797;27568790;114;39213744
27568797;27569479;187;39213743
27568799;27568758;9;39539639
27568799;27568836;22;39539644
27568799;27569014;46;38130685
27568809;27569362;103;39214411
27568815;27569216;80;37562665
27568817;27568629;46;37498690
27568817;27568991;44;37498689
27568821;27568690;30;37562668
27568822;27568173;340;38965897
27568822;27568747;16;38965898
27568822;27568838;15;38852694
27568827;27568615;103;37545025
27568827;27568615;40;37545017
27568827;27568931;19;37545014
27568828;27569623;215;37690750
27568829;27568718;203;38840550
27568830;27568742;26;38669724
27568830;27568796;11;38669722
27568830;27568894;14;38669721
27568833;27568724;56;38902756
27568833;27568990;51;38331015
27568834;27568636;52;39213752
27568834;27568926;21;39213749
27568836;27568758;24;39539645
27568836;27568847;3;37563990
27568838;27568822;15;38852695
27568838;27568880;36;38852692
27568838;27569035;32;38840543
27568839;27568698;32;38669718
27568843;27569162;103;39566778
27568844;27568726;28;38669692
27568845;27568734;31;37496790
27568845;27569281;89;37859729
27568847;27568836;3;37563989
27568847;27569016;31;37563988
27568847;27569326;101;38842863
27568854;27569306;115;39539627
27568858;27568877;15;39213891
27568860;27568070;178;37545158
27568860;27569006;46;37545157
27568860;27569658;194;38245360
27568861;27568138;148;39501202
27568861;27568900;21;39501201
27568861;27568975;25;39501190
27568870;27568873;76;38669740
27568870;27568889;3;38669786
27568871;27568875;3;38669773
27568871;27568919;7;38669769
27568873;27568881;14;38669778
27568873;27569044;51;38669736
27568875;27568871;3;38669774
27568875;27568882;17;39317376
27568876;27568894;19;38669716
27568877;27568494;105;38736254
27568877;27568858;15;39213890
27568877;27568948;47;38736251
27568878;27568790;19;38735535
27568878;27568999;18;38735532
27568878;27568999;148;38735571
27568880;27568838;36;38852693
27568880;27569035;38;38840561
27568880;27569060;121;38852690
27568881;27568873;14;38669777
27568881;27568919;30;38669776
27568881;27569101;34;38669780
27568882;27568875;17;39317377
27568882;27568883;4;39317370
27568883;27568882;4;39317371
27568883;27568908;5;38669771
27568887;27568889;32;38669781
27568887;27569049;36;38669788
27568889;27568870;3;38669785
27568889;27568887;32;38669782
27568889;27569049;103;38669784
27568894;27568830;14;38669720
27568894;27568876;19;38669717
27568894;27568895;3;38669714
27568895;27568894;3;38669715
27568900;27568861;21;39501200
27568900;27568933;18;39501199
27568900;27568975;12;39501184
27568905;27568735;40;38950675
27568905;27569009;17;38965890
27568908;27568870;5;38669739
27568908;27568883;5;38669772
27568915;27568944;25;37545196
27568915;27569041;20;37527617
27568916;27568702;179;37498533
27568916;27568990;34;37498530
27568916;27569284;87;37620604
27568919;27568871;7;38669770
27568919;27568881;30;38669775
27568919;27568920;4;39317368
27568919;27568967;8;38669767
27568920;27568919;4;39317367
27568920;27568932;17;39317381
27568922;27568696;42;37498286
27568922;27569395;219;37498303
27568923;27568969;7;39431563
27568924;27568981;11;39431565
27568926;27568775;36;39556365
27568926;27568834;21;39213748
27568926;27569351;176;39556362
27568931;27568827;19;37545015
27568931;27569235;97;38118627
27568931;27569406;108;37545012
27568932;27568920;17;39317380
27568932;27568935;4;38669760
27568933;27568900;18;39501198
27568933;27568944;8;39501197
27568934;27568631;57;38259852
27568935;27568932;4;38669759
27568935;27568957;8;38669758
27568941;27568949;20;37560768
27568941;27569304;61;39334594
27568942;27568327;129;39555975
27568943;27568634;119;39213759
27568944;27568933;8;39501196
27568944;27569041;25;39501182
27568948;27568877;47;38736252
27568948;27568982;20;38736249
27568948;27569115;28;38736274
27568949;27568678;47;37564906
27568949;27568941;20;37560767
27568949;27569096;250;37560766
27568957;27568908;8;38669738
27568957;27568935;8;38669757
27568959;27568739;84;38868313
27568959;27568739;44;38118749
27568959;27569225;45;38118748
27568961;27569355;76;39213383
27568962;27568339;110;37561693
27568962;27568683;81;38736230
27568962;27569668;162;37561692
27568967;27568919;8;38669768
27568967;27568970;3;39317383
27568967;27569026;9;38669765
27568969;27568923;7;39431562
27568969;27569089;27;37646673
27568970;27568967;3;39317382
27568970;27568980;17;39317364
27568974;27568900;12;39501204
27568974;27568933;19;37690757
27568975;27569017;7;39501189
27568978;27568979;97;38736237
27568978;27568989;5;39214401
27568978;27568989;61;39214398
27568979;27568978;97;38736238
27568979;27569250;86;37561701
27568979;27569561;165;37561698
27568980;27568970;17;39317363
27568980;27568983;5;38669756
27568981;27568924;11;39431566
27568981;27568969;9;37646674
27568982;27568948;20;38736250
27568983;27568980;5;38669755
27568983;27569022;11;38669754
27568989;27568978;61;39214399
27568989;27568978;5;39214400
27568990;27568916;34;37498531
27568990;27569305;85;37498528
27568991;27568534;108;37497881
27568991;27568817;44;37498688
27568991;27569191;47;37498685
27568993;27568469;95;38736294
27568993;27568716;86;38736280
27568993;27569109;26;38736277
27568999;27568878;148;38735570
27568999;27568878;18;38735533
27568999;27569003;107;39556266
27569003;27568999;107;39556267
27569003;27569204;50;39556268
27569005;27568817;47;37499113
27569006;27568860;46;37545156
27569006;27569063;35;37545155
27569006;27569228;40;38245382
27569007;27568761;106;38736247
27569009;27568905;17;38965891
27569009;27569720;300;38857927
27569013;27568756;56;37498535
27569013;27569058;14;38610956
27569014;27568799;46;38130686
27569014;27569095;17;37715412
27569014;27569274;54;39539640
27569015;27569110;38;37562662
27569016;27568847;31;37563987
27569016;27569326;56;37563986
27569017;27568974;8;37690756
27569017;27569866;235;39501194
27569019;27568845;39;37496789
27569022;27568957;10;38669737
27569022;27568983;11;38669753
27569026;27568967;9;38669766
27569026;27569031;3;39317360
27569026;27569066;7;38669763
27569031;27569026;3;39317359
27569031;27569036;17;39317379
27569032;27568629;244;37498687
27569032;27568755;59;37496794
27569032;27569248;46;37496791
27569035;27568838;32;38840542
27569035;27568880;38;38840560
27569035;27570579;319;38840559
27569036;27569031;17;39317378
27569036;27569042;5;38669752
27569041;27569885;198;37527616
27569042;27569036;5;38669751
27569042;27569093;16;38669750
27569044;27569015;177;38669730
27569044;27569064;16;38669735
27569045;27568689;64;37560807
27569045;27569125;14;37560806
27569049;27568887;36;38669787
27569049;27568889;103;38669783
27569054;27568754;62;37545198
27569054;27569235;37;38118631
27569054;27569338;93;38118633
27569055;27568747;209;37498352
27569055;27569129;13;38867893
27569058;27569013;14;38610957
27569058;27569099;21;38610954
27569060;27568880;121;38852691
27569063;27569006;35;37545154
27569063;27569228;39;38245386
27569064;27569097;33;38669733
27569066;27569026;7;38669764
27569066;27569068;3;39317356
27569066;27569112;8;38669761
27569068;27569066;3;39317355
27569068;27569082;18;39317366
27569071;27568618;113;38245390
27569071;27569171;40;39431559
27569073;27569233;27;38118741
27569074;27567719;314;37609466
27569074;27568208;151;37545005
27569079;27569129;30;38867897
27569081;27569378;112;38736245
27569082;27569068;18;39317365
27569082;27569086;5;38669748
27569083;27568537;106;37561657
27569083;27569109;10;37561656
27569083;27569342;57;37561730
27569086;27569082;5;38669747
27569086;27569108;11;38669746
27569089;27569165;21;39431564
27569089;27569171;23;37646670
27569090;27569378;61;39214479
27569093;27569022;12;38669734
27569093;27569042;16;38669749
27569095;27569014;17;37715411
27569095;27569157;15;37715410
27569095;27569339;54;37715402
27569096;27568793;54;37560742
27569096;27568949;250;37560765
27569096;27569124;68;37560764
27569097;27569102;55;38175419
27569099;27569058;21;38610955
27569101;27568881;34;38669779
27569101;27569064;71;38669744
27569102;27569532;107;38175403
27569108;27569086;11;38669745
27569108;27569130;11;38669728
27569108;27569140;15;38669727
27569109;27568993;26;38736278
27569109;27569083;10;37561655
27569109;27569250;37;37561654
27569110;27568738;157;39482041
27569111;27568409;150;38245328
27569111;27569367;68;37561210
27569111;27569559;151;38245327
27569112;27569066;8;38669762
27569112;27569101;29;38669743
27569112;27569116;3;39317375
27569115;27568948;28;38736273
27569115;27569158;45;38736272
27569115;27569176;39;39334255
27569116;27569112;3;39317374
27569116;27569123;17;39317362
27569119;27569494;126;39555982
27569123;27569116;17;39317361
27569123;27569130;6;38669742
27569124;27568793;83;37560777
27569124;27569096;68;37560763
27569124;27569154;62;37560760
27569125;27568695;192;37560762
27569125;27569045;14;37560805
27569125;27569154;116;37560757
27569129;27569055;13;38867892
27569129;27569079;30;38867896
27569129;27569474;160;38867895
27569130;27569108;11;38669729
27569130;27569123;6;38669741
27569140;27569093;13;38669732
27569140;27569108;15;38669726
27569145;27568981;30;37646672
27569145;27569175;13;39431561
27569154;27568502;158;37560778
27569154;27569124;62;37560759
27569154;27569125;116;37560758
27569157;27569095;15;37715409
27569157;27569360;45;37715414
27569157;27569360;64;37715404
27569158;27569115;45;38736271
27569160;27568642;90;37545034
27569160;27569312;29;37545033
27569162;27569417;141;37510559
27569162;27570008;215;39566787
27569165;27569145;23;37646671
27569171;27569071;40;39431558
27569171;27569165;28;37646669
27569175;27569145;13;39431560
27569176;27569115;39;39334256
27569179;27568586;105;39213384
27569180;27568719;109;38215075
27569180;27568755;75;37499591
27569180;27570215;200;39370918
27569182;27567389;339;39213390
27569184;27569542;89;39213385
27569187;27568734;95;37498694
27569187;27569281;29;37497182
27569189;27569097;142;38175418
27569189;27569110;305;39482040
27569191;27568991;47;37498684
27569191;27569019;40;37496788
27569191;27569358;39;37498681
27569191;27569487;76;38856365
27569201;27569338;27;38118764
27569204;27569003;50;39556269
27569204;27569536;67;39213790
27569216;27568843;208;37562672
27569216;27569617;84;37562667
27569220;27569140;20;38669731
27569220;27569189;57;39482039
27569225;27568959;45;38118747
27569225;27569245;11;38118746
27569225;27569308;30;38118743
27569228;27569006;40;38245383
27569228;27569793;160;38245385
27569230;27568206;206;38167347
27569230;27569788;131;38167344
27569230;27569835;205;37498404
27569233;27569073;27;38118742
27569233;27569160;49;38118635
27569234;27567578;297;38579062
27569234;27569335;79;38294123
27569234;27569490;53;38579061
27569235;27568931;97;38118628
27569235;27569054;37;38118632
27569235;27569406;40;38118629
27569235;27569528;109;38118625
27569243;27568821;83;37562671
27569245;27569225;11;38118745
27569245;27569276;13;38118756
27569248;27569032;46;37496792
27569248;27569402;47;37498350
27569248;27570375;218;37497192
27569250;27568979;86;37561702
27569250;27569109;37;37561653
27569250;27569546;86;37561650
27569254;27569362;24;38736263
27569257;27569262;37;38735559
27569259;27568499;205;38900589
27569262;27569257;37;38735558
27569262;27569264;53;38735557
27569262;27569353;18;38735564
27569264;27568771;162;38735555
27569264;27569262;53;38735556
27569264;27569351;18;39213754
27569266;27569278;40;38669789
27569269;27569220;99;39482038
27569274;27569014;54;39539641
27569274;27569318;10;39539650
27569276;27569245;13;38118755
27569276;27569383;33;38118735
27569278;27569266;40;38669790
27569278;27569409;27;38175392
27569281;27569365;30;37497181
27569284;27568916;87;37620605
27569284;27569405;42;37499618
27569284;27569447;66;37620602
27569284;27569560;59;37497215
27569304;27569269;64;39586202
27569305;27568990;85;37498529
27569305;27569013;73;37498534
27569305;27569341;19;37498526
27569306;27569576;88;37792356
27569308;27568518;180;37810848
27569308;27569225;30;38118744
27569308;27569599;96;37810845
27569311;27568949;61;38397337
27569311;27569304;21;39586201
27569312;27569160;29;37545032
27569312;27569383;30;37566211
27569312;27569655;86;37545031
27569318;27569274;10;39539651
27569318;27569339;18;37715407
27569318;27569495;45;39539648
27569326;27568847;101;38842864
27569326;27569016;56;37563985
27569326;27569395;16;37563984
27569329;27569342;31;37561749
27569333;27569514;47;37561745
27569335;27568637;158;38294128
27569335;27569234;79;38294124
27569338;27569201;27;38118763
27569338;27569233;84;38118634
27569338;27569528;41;38118762
27569339;27569095;54;37715401
27569339;27569318;18;37715408
27569339;27569360;15;37715405
27569341;27569305;19;37498527
27569341;27569394;15;37859770
27569342;27569083;57;37561729
27569342;27569329;31;37561750
27569342;27569426;53;39334251
27569342;27569482;30;37561728
27569343;27569243;20;39566771
27569343;27569368;16;38651142
27569345;27569311;80;39586199
27569351;27568926;176;39556363
27569351;27569264;18;39213755
27569351;27569353;61;39556360
27569352;27569354;9;38651143
27569353;27569262;18;38735565
27569353;27569351;61;39556361
27569353;27569397;23;39556358
27569354;27569352;9;38651144
27569354;27569368;11;38651139
27569354;27569375;6;38651138
27569355;27569988;142;39213387
27569358;27569005;97;37496795
27569358;27569649;60;37498682
27569360;27569157;45;37715413
27569360;27569157;64;37715403
27569360;27569339;15;37715406
27569362;27568809;103;39214410
27569362;27569254;24;38736264
27569362;27569453;41;38736261
27569365;27569019;82;37497183
27569365;27569487;40;37497180
27569366;27569409;153;38175389
27569366;27569615;69;38175409
27569367;27568070;404;38216752
27569367;27569111;68;37561211
27569367;27569658;179;37561208
27569367;27569709;102;38216751
27569368;27569343;16;38651141
27569368;27569354;11;38651140
27569368;27569524;50;38651133
27569375;27569354;6;38651137
27569375;27569513;31;38651146
27569378;27569081;112;38736246
27569378;27569090;61;39214478
27569378;27569605;49;38736243
27569378;27569605;88;38736296
27569383;27569276;33;38118734
27569383;27569312;30;37566212
27569383;27570066;143;38118733
27569387;27569409;32;38669791
27569394;27569341;15;37859771
27569394;27569440;12;37859727
27569395;27568922;219;37498302
27569395;27569326;16;37563983
27569395;27569562;115;37563982
27569397;27569353;23;39556359
27569397;27569728;70;39556368
27569399;27569431;9;37561705
27569402;27569649;109;37498349
27569402;27570427;192;37497194
27569405;27569284;42;37499619
27569405;27569560;48;37499621
27569405;27569806;84;37499616
27569406;27568931;108;37545013
27569406;27569235;40;38118630
27569406;27569693;110;37545010
27569409;27569278;27;38175391
27569409;27569366;153;38175390
27569409;27569387;32;38669792
27569413;27569096;60;38552692
27569413;27569345;166;39586204
27569417;27569572;411;37510558
27569417;27569745;147;38175417
27569426;27569342;53;39334252
27569426;27569603;58;37561751
27569426;27569904;114;39334249
27569427;27569413;30;39586203
27569431;27569399;9;37561706
27569431;27569546;37;37561703
27569431;27569570;46;39214407
27569436;27568421;214;38736304
27569436;27568761;149;37561652
27569436;27569500;27;38736284
27569436;27569683;101;37561647
27569440;27569394;12;37859728
27569440;27569447;15;37620601
27569440;27569832;122;37620598
27569443;27569474;8;37863436
27569447;27569284;66;37620603
27569447;27569440;15;37620600
27569447;27569775;80;37498747
27569448;27569451;17;38478708
27569448;27569696;63;37792000
27569450;27568651;143;37691410
27569450;27569448;10;38478709
27569451;27569448;17;38478707
27569451;27569471;183;38118934
27569451;27570030;292;37607732
27569453;27568491;179;37561679
27569453;27569362;41;38736262
27569453;27569478;7;37561678
27569457;27569725;70;37499687
27569460;27569935;128;39399845
27569471;27569451;183;38118933
27569474;27569129;160;38867894
27569474;27569443;8;37863435
27569474;27569610;40;37863434
27569478;27569453;7;37561677
27569478;27569561;39;37561699
27569478;27569569;23;37561676
27569479;27568797;187;39213742
27569479;27569536;95;39638543
27569482;27569342;30;37561727
27569482;27569514;66;37561748
27569482;27569918;83;37561726
27569487;27569191;76;38856364
27569487;27569616;38;38856363
27569490;27569234;53;38579060
27569490;27569628;32;38579077
27569492;27569566;58;39492246
27569493;27569524;10;38651148
27569494;27569119;126;39555981
27569494;27569559;18;39555970
27569494;27570034;152;39555980
27569495;27569318;45;39539649
27569495;27569529;9;39539646
27569496;27569427;175;39586200
27569500;27569436;27;38736283
27569500;27569518;149;38736222
27569500;27569670;79;38736282
27569513;27569375;31;38651145
27569513;27569524;3;38651136
27569514;27569333;47;37561746
27569514;27569482;66;37561747
27569514;27570235;150;37561743
27569515;27568603;257;37616430
27569515;27569541;15;39539685
27569518;27569500;149;38736221
27569524;27569368;50;38651134
27569524;27569493;10;38651147
27569524;27569513;3;38651135
27569527;27567604;372;39213369
27569527;27569182;77;37561255
27569528;27569235;109;38118626
27569528;27569338;41;38118761
27569528;27569604;31;38118623
27569528;27569693;38;38118760
27569529;27569495;9;39539647
27569529;27569562;25;39539643
27569529;27570982;287;37498777
27569531;27569536;73;38735560
27569532;27569848;55;38175416
27569532;27570008;99;38175424
27569536;27569204;67;39213791
27569536;27569479;95;39638542
27569536;27569531;73;38735561
27569536;27569583;13;39213788
27569537;27569457;28;38856367
27569537;27569837;69;37498436
27569541;27569515;15;39539684
27569541;27569551;17;39539673
27569542;27569988;97;39213389
27569546;27569250;86;37561649
27569546;27569431;37;37561704
27569546;27569967;85;37561642
27569551;27569541;17;39539672
27569551;27569618;20;38890484
27569553;27569551;28;37498708
27569554;27569496;180;39586197
27569559;27569111;151;38245326
27569559;27569494;18;39555969
27569559;27570134;151;38245325
27569560;27569284;59;37497216
27569560;27569405;48;37499620
27569560;27569775;38;37497213
27569561;27568979;165;37561697
27569561;27569478;39;37561700
27569561;27569863;50;39214408
27569562;27569395;115;37563981
27569562;27569495;23;39539642
27569564;27569553;9;39539676
27569566;27569492;87;39492247
27569566;27569576;19;37859765
27569569;27569478;23;37561675
27569569;27569668;20;37561674
27569569;27569780;55;39214412
27569570;27569431;46;39214406
27569570;27569584;28;39214404
27569570;27569584;28;39214403
27569571;27569732;359;39586256
27569572;27569571;129;39586255
27569576;27569854;59;37792355
27569579;27569564;13;39539675
27569579;27569764;71;38842232
27569583;27569536;13;39213789
27569583;27569659;12;39213782
27569584;27569570;28;39214405
27569584;27569570;28;39214402
27569596;27568735;370;37498838
27569596;27569667;12;37498442
27569599;27569308;96;37810846
27569599;27569680;25;38118736
27569603;27569426;58;37561752
27569604;27569528;31;38118624
27569604;27569655;63;38229293
27569604;27569766;50;38118621
27569605;27569378;49;38736244
27569605;27569378;88;38736295
27569605;27569734;21;38736241
27569608;27568301;298;37691401
27569608;27570351;204;37545009
27569610;27569474;40;37863433
27569610;27570144;165;38167340
27569610;27570307;120;37498262
27569611;27569564;9;39539696
27569611;27569653;29;39539671
27569615;27569366;69;38175408
27569615;27569901;47;38742101
27569616;27569487;38;38856362
27569616;27569537;28;38856366
27569616;27569713;23;37496840
27569618;27569791;41;39539686
27569623;27568828;215;37690751
27569623;27569681;10;37690737
27569623;27569738;23;37690748
27569628;27569716;32;39317385
27569628;27569760;20;38579076
27569629;27569335;74;38294125
27569629;27569554;125;39317339
27569635;27569688;74;38552750
27569635;27569833;31;38669813
27569636;27569490;31;39317351
27569642;27569450;60;37691409
27569642;27569696;17;37545078
27569648;27569700;8;38669806
27569648;27569735;57;38669805
27569649;27569358;60;37498683
27569649;27569951;87;37498348
27569653;27569579;21;39539674
27569653;27569900;63;37498539
27569655;27569312;86;37545030
27569655;27569604;63;38229294
27569655;27569766;21;37545029
27569658;27568860;194;38245361
27569658;27569367;179;37561209
27569658;27569787;28;37561206
27569658;27570146;155;38245364
27569659;27569583;12;39213783
27569659;27569752;15;39213786
27569667;27569596;12;37498441
27569667;27569809;25;37498439
27569668;27568962;162;37561691
27569668;27569569;20;37561673
27569668;27570101;80;37561672
27569670;27569500;79;38736281
27569680;27569642;81;37545165
27569681;27569623;10;37690736
27569681;27569738;22;38865456
27569681;27569866;37;37690735
27569683;27569436;101;37561648
27569683;27569734;17;37561645
27569683;27569896;103;39334410
27569687;27569830;28;38848226
27569688;27569690;15;38552771
27569690;27569572;101;39559811
27569693;27569406;110;37545011
27569693;27569528;38;38118759
27569693;27570351;119;38118757
27569696;27569767;31;38128926
27569696;27569887;71;38526521
27569699;27569738;23;37690747
27569700;27569648;8;38669807
27569700;27569751;8;38669802
27569704;27568496;343;38890198
27569704;27569763;14;38890197
27569704;27569786;22;38890194
27569709;27569367;102;38216750
27569709;27570088;83;38245358
27569709;27570340;185;38216749
27569713;27569616;23;37496839
27569716;27569628;32;39317386
27569716;27569629;65;39317338
27569720;27569754;23;37497866
27569723;27569179;117;37515789
27569723;27569527;45;39213361
27569725;27569837;29;37498543
27569725;27570076;73;37499686
27569728;27569397;70;39556369
27569728;27570248;86;37561218
27569730;27571239;265;39213359
27569731;27566698;592;39213354
27569731;27568490;251;37519392
27569732;27569868;250;39317347
27569734;27569605;21;38736242
27569734;27569683;17;37561646
27569734;27569946;68;37561643
27569735;27569635;80;38552749
27569735;27569648;57;38669804
27569738;27569623;23;37690749
27569738;27569681;22;38865455
27569738;27569699;23;37690746
27569740;27569599;23;37810844
27569740;27569680;22;37545164
27569745;27569735;15;38552748
27569745;27569748;3;38552770
27569748;27569753;12;38552769
27569748;27569876;63;38669810
27569751;27569700;8;38669803
27569751;27569771;4;38669800
27569752;27569659;15;39213787
27569752;27569826;12;39213780
27569753;27569700;49;38669793
27569753;27569751;47;38669795
27569753;27569771;48;38669794
27569753;27569840;49;38552767
27569754;27569667;23;37498438
27569754;27569809;18;37497864
27569760;27569716;28;39317337
27569760;27570048;46;39586205
27569763;27569704;14;38890196
27569763;27569828;18;38840052
27569764;27569566;47;37811438
27569764;27569579;71;38842231
27569766;27569604;50;38118622
27569766;27569655;21;37545028
27569766;27570631;148;37545027
27569767;27570469;215;37691415
27569770;27569636;22;39317350
27569770;27569760;10;39317336
27569771;27569751;4;38669801
27569771;27569840;10;38669798
27569773;27570044;88;38843658
27569775;27569447;80;37498746
27569775;27569560;38;37497214
27569775;27570238;77;37497211
27569780;27569569;55;39214413
27569786;27569704;22;38890195
27569787;27569658;28;37561207
27569787;27569801;4;37561204
27569787;27569984;31;39674727
27569788;27569230;131;38167345
27569789;27569843;162;38739730
27569789;27569913;28;38739722
27569791;27569611;37;37498748
27569791;27570269;109;38682687
27569793;27569801;31;39674728
27569793;27569899;24;38245384
27569795;27569649;66;39076800
27569796;27569055;301;37498351
27569796;27569720;16;37497865
27569799;27569636;32;39317384
27569799;27569770;22;39586196
27569801;27569787;4;37561205
27569801;27569899;20;37561202
27569806;27569405;84;37499617
27569806;27570123;87;37499593
27569806;27570133;57;37499614
27569809;27569929;20;37497862
27569820;27569786;9;38890190
27569826;27569752;12;39213781
27569826;27569886;10;39213784
27569828;27569259;156;38124581
27569828;27569763;18;38840051
27569828;27569854;15;39539700
27569830;27569187;165;37498693
27569830;27569687;28;38848225
27569830;27569877;13;38848224
27569830;27569963;26;38856377
27569832;27569440;122;37620599
27569832;27569956;38;37497218
27569832;27569976;32;37620596
27569833;27569635;31;38669812
27569833;27569688;74;38552768
27569835;27569230;205;37498405
27569837;27569943;27;37498542
27569837;27570206;80;37498435
27569839;27569967;33;38736259
27569840;27569771;10;38669799
27569840;27569845;11;38552766
27569840;27569876;7;38669796
27569843;27569789;162;38739729
27569843;27570121;158;38739728
27569843;27571288;249;38739774
27569845;27569833;21;38552765
27569845;27569876;13;38669809
27569848;27570011;31;38175415
27569848;27570073;53;38175402
27569854;27569900;23;37859774
27569854;27569905;10;38853378
27569859;27570449;100;38735548
27569863;27569561;50;39214409
27569866;27569017;235;39501195
27569866;27569681;37;37690734
27569866;27570168;87;39501192
27569868;27569990;140;39317346
27569868;27570327;166;37510439
27569876;27569748;63;38669811
27569876;27569840;7;38669797
27569876;27569845;13;38669808
27569877;27569830;13;38848223
27569877;27569949;11;38848216
27569879;27569886;83;38735542
27569880;27569923;55;38742155
27569882;27569982;23;38890193
27569883;27570155;49;37803957
27569885;27569937;11;37527615
27569885;27570120;99;38874076
27569886;27569826;10;39213785
27569886;27569879;83;38735543
27569886;27570247;111;38735540
27569887;27569891;3;37545077
27569891;27569971;14;37545076
27569896;27569683;103;39334409
27569899;27569801;20;37561203
27569899;27569948;11;39674725
27569899;27569984;18;39674724
27569900;27569653;63;37498540
27569900;27569764;21;39539689
27569900;27569959;16;39539701
27569900;27570028;22;38889222
27569901;27569615;47;38742100
27569901;27570011;35;37563074
27569901;27570092;31;38175407
27569904;27569426;114;39334250
27569904;27569918;128;39213886
27569904;27570013;20;39334247
27569905;27570290;85;38853377
27569909;27569496;382;37508041
27569912;27569947;51;38739771
27569912;27570000;30;38739764
27569912;27570165;42;38742172
27569913;27569789;28;38739721
27569913;27569968;28;38739732
27569913;27570071;26;38739720
27569915;27569723;34;39213363
27569917;27569074;195;37545004
27569918;27569482;83;37561725
27569918;27569904;128;39213887
27569918;27570281;74;37561724
27569920;27569799;55;39586195
27569922;27569796;21;37497863
27569923;27569880;55;38742156
27569923;27570000;17;38742153
27569923;27570010;50;38742164
27569929;27570016;17;37497860
27569929;27570257;82;37497875
27569931;27570229;53;39334413
27569935;27569460;128;39399844
27569937;27570021;53;39384001
27569943;27569616;69;37496801
27569946;27569734;68;37561644
27569946;27570101;50;37561639
27569946;27570140;37;38669658
27569947;27569912;51;38739772
27569947;27569964;15;38739769
27569947;27570063;19;38742194
27569948;27569071;229;38245389
27569948;27569899;11;39674726
27569949;27569877;11;38848215
27569949;27570017;38;38848222
27569951;27569795;165;37497075
27569951;27571059;212;37498347
27569956;27569998;16;37497217
27569956;27570152;36;37499630
27569959;27569900;16;39539702
27569959;27569905;17;39539699
27569963;27569830;26;38856376
27569963;27570076;23;38856375
27569963;27570234;47;37499690
27569964;27569947;15;38739770
27569964;27569972;16;38739767
27569964;27570302;59;38742188
27569967;27569546;85;37561641
27569967;27569839;33;38736260
27569967;27570229;166;37561636
27569968;27569913;28;38739731
27569970;27569767;88;37564931
27569970;27569887;19;37545075
27569971;27570022;12;37545074
27569971;27570030;193;37607726
27569972;27569964;16;38739768
27569972;27569979;19;38739765
27569972;27570302;75;38742205
27569973;27569909;45;37508040
27569976;27569832;32;37620597
27569976;27570116;30;37620594
27569976;27570152;49;37499631
27569979;27569972;19;38739766
27569979;27570018;51;38739761
27569979;27570551;116;38739709
27569984;27570293;71;39674723
27569988;27570875;149;39213368
27569990;27570050;43;37508042
