id1;id2;dist;edge_id
27562685;27562794;20;39468470
27562692;27561670;413;38874910
27562692;27562753;21;38874909
27562692;27563049;136;38882348
27562708;27562113;143;38882254
27562708;27562150;109;38740335
27562708;27563141;123;38740332
27562721;27563141;153;38882250
27562733;27562482;68;38880778
27562733;27562643;67;38880750
27562733;27562823;44;38880749
27562743;27562534;82;38880760
27562743;27562621;26;37562751
27562743;27562919;37;37562746
27562753;27562327;86;38877863
27562753;27562692;21;38874908
27562753;27562891;89;38874907
27562767;27562798;92;38880785
27562776;27562682;23;39468472
27562776;27562869;21;39468467
27562776;27562890;79;39468491
27562794;27562682;69;39468492
27562794;27562685;20;39468469
27562794;27562890;20;39468466
27562795;27562585;43;37545438
27562795;27562937;58;39333987
27562795;27563341;164;37545435
27562798;27562613;48;38880772
27562798;27562613;48;38880771
27562798;27562767;92;38880784
27562798;27562828;35;38880787
27562798;27562923;29;38880734
27562803;27562638;31;39681154
27562803;27563539;238;37691529
27562808;27562372;150;37616134
27562808;27562826;20;37616136
27562809;27563073;110;38880781
27562813;27562456;111;39468483
27562813;27563222;110;39468455
27562816;27562838;4;38880731
27562820;27563347;262;37689213
27562823;27562618;75;38880782
27562823;27562733;44;38880748
27562823;27563091;99;38880747
27562826;27562453;136;39601474
27562826;27562857;26;37616135
27562828;27562798;35;38880786
27562830;27562803;21;37691654
27562830;27563100;77;37691657
27562831;27563268;134;37691649
27562838;27562816;4;38880730
27562838;27562911;17;38880729
27562838;27562911;74;38880723
27562842;27562902;47;38739851
27562857;27562939;17;37616137
27562858;27561941;164;39601476
27562858;27562550;164;37562748
27562858;27562867;5;37616131
27562863;27562524;76;39215001
27562863;27563068;56;39214998
27562863;27563111;114;38660669
27562867;27562858;5;37616132
27562867;27562882;15;37616129
27562867;27563195;93;38124564
27562869;27562776;21;39468468
27562869;27563025;105;39468494
27562882;27562808;25;37616133
27562882;27562867;15;37616130
27562882;27562939;63;37616127
27562890;27562794;20;39468465
27562890;27562967;20;39468464
27562891;27561990;725;38882346
27562891;27562753;89;38874906
27562891;27563015;112;38874905
27562898;27562642;123;39213885
27562898;27562932;36;39215002
27562900;27563059;45;38881802
27562902;27562842;47;38739852
27562902;27562941;36;38739890
27562902;27562956;12;38739849
27562911;27562838;74;38880722
27562911;27562838;17;38880728
27562911;27562993;23;38880725
27562919;27562743;37;37562747
27562919;27562993;59;38880726
27562919;27563017;31;37562744
27562923;27562798;29;38880735
27562923;27563017;77;37562780
27562923;27563073;145;37562779
27562924;27562147;201;38899594
27562924;27562995;26;38899593
27562924;27563025;130;39468497
27562931;27563009;108;38906692
27562932;27562898;36;39215003
27562932;27562970;63;38660726
27562932;27563054;37;38660725
27562937;27562795;58;39333986
27562937;27563076;52;37545457
27562937;27563227;150;39333985
27562939;27562882;63;37616128
27562939;27563009;22;39601472
27562941;27562902;36;38739889
27562952;27562956;21;38739865
27562953;27562612;73;39558911
27562953;27563005;129;38880940
27562956;27562902;12;38739850
27562956;27562952;21;38739866
27562956;27562973;5;38739847
27562967;27562869;80;39468496
27562967;27562890;20;39468463
27562970;27562642;78;37561176
27562970;27562932;63;38660727
27562970;27563064;31;37561175
27562973;27562956;5;38739848
27562973;27562994;31;38739874
27562973;27563032;19;38739845
27562993;27562911;23;38880724
27562993;27562919;59;38880727
27562993;27563093;33;38880704
27562994;27562973;31;38739873
27562995;27562924;26;38899592
27562995;27563202;149;39468485
27562995;27563318;108;38083442
27562996;27563277;118;38660697
27563005;27562612;135;38880942
27563005;27562953;129;38880941
27563005;27563011;9;38880896
27563009;27562931;108;38906691
27563009;27562939;22;39601473
27563011;27563005;9;38880897
27563012;27563021;54;37545357
27563012;27563059;104;37545356
27563012;27563294;102;38874828
27563015;27562891;112;38874904
27563015;27563305;205;37917537
27563015;27563507;156;38874915
27563017;27562919;31;37562745
27563017;27562923;77;37562781
27563017;27563132;38;37562742
27563021;27562384;136;38739895
27563021;27563012;54;37545358
27563021;27563099;41;37545353
27563025;27562924;130;39468498
27563025;27562967;19;39468495
27563027;27563072;34;38882246
27563027;27563141;54;37545499
27563027;27563310;255;37545496
27563032;27562973;19;38739846
27563032;27563180;48;38739843
27563032;27563258;80;38739879
27563039;27563054;29;38660662
27563044;27563207;48;38880793
27563049;27562692;136;38882349
27563054;27562932;37;38660724
27563054;27563039;29;38660663
